pitch_variability,pause_ratio,speaking_rate,pitch_mean,jitter,voice_distress_z
20.78,0.38,3.27,162.9,0.01827,1.103
23.44,0.2069,4.15,177.2,0.01352,-0.323
20.22,0.2991,3.06,156.5,0.01833,0.891
38.15,0.05,5.38,155.7,0.01251,-2.303
13.3,0.3203,3.25,152.0,0.01553,1.45
35.96,0.1415,4.62,180.1,0.01088,-1.732
27.91,0.191,3.09,184.1,0.00996,-0.084
30.26,0.0971,4.22,160.1,0.01002,-1.207
31.58,0.0571,4.68,160.5,0.0138,-1.557
19.76,0.38,3.12,185.7,0.01871,1.216
27.02,0.2079,3.99,187.1,0.01019,-0.589
23.9,0.2348,2.89,175.3,0.00851,0.384
23.66,0.2384,3.41,154.5,0.01112,0.097
24.0,0.2074,3.46,146.4,0.01255,-0.093
24.22,0.2351,3.68,149.2,0.01285,-0.08
31.44,0.1098,4.67,166.1,0.00915,-1.418
15.98,0.3879,3.01,167.1,0.02028,1.62
27.29,0.1398,3.99,167.9,0.01157,-0.669
30.9,0.05,4.46,156.7,0.01702,-1.416
25.08,0.1414,3.54,149.1,0.01349,-0.383
14.12,0.3166,2.1,165.4,0.01849,1.809
17.19,0.3585,3.26,198.6,0.01501,1.173
30.17,0.2471,3.84,178.3,0.01217,-0.404
28.58,0.1979,3.61,191.0,0.00921,-0.507
29.61,0.2367,3.29,173.1,0.00309,-0.249
10.13,0.433,2.65,183.5,0.03266,2.607
22.04,0.2544,3.31,189.4,0.01722,0.414
19.05,0.2497,3.53,169.7,0.017,0.649
16.94,0.3106,3.59,180.7,0.01842,0.938
20.85,0.182,2.83,167.2,0.01519,0.46
27.9,0.2047,3.53,120.8,0.00989,-0.45
24.29,0.1988,3.65,189.1,0.01261,-0.263
26.53,0.2427,4.08,172.4,0.00924,-0.312
25.41,0.22,3.13,169.9,0.01655,0.255
24.61,0.2863,3.78,172.8,0.01311,0.121
20.76,0.1903,3.61,168.1,0.01611,0.272
22.49,0.2962,3.17,164.8,0.01798,0.761
26.74,0.2415,3.58,174.2,0.01053,-0.172
21.62,0.1821,3.43,146.3,0.01313,0.091
37.0,0.05,5.01,167.8,0.0142,-1.953
19.63,0.321,2.78,184.4,0.02343,1.149
21.64,0.2259,3.51,166.2,0.01571,0.313
16.86,0.2963,2.94,182.5,0.01731,1.13
38.49,0.05,4.96,150.1,0.01217,-2.197
16.61,0.3835,3.23,175.6,0.03416,1.76
24.77,0.22,3.8,168.6,0.01604,-0.111
19.47,0.295,3.17,188.5,0.02359,1.06
28.14,0.1585,4.51,136.9,0.01439,-0.723
19.07,0.3748,2.84,180.2,0.019,1.421
31.96,0.0802,4.71,156.9,0.01548,-1.481
24.73,0.179,3.19,162.1,0.01063,-0.1
12.64,0.3823,2.32,167.9,0.02325,2.158
25.12,0.2426,3.57,152.2,0.01221,0.028
23.03,0.1911,3.65,182.1,0.01129,-0.031
18.86,0.3262,3.19,175.9,0.0158,1.114
22.07,0.2346,3.28,165.2,0.0138,0.35
24.56,0.2268,3.51,165.1,0.02066,0.285
23.46,0.2153,3.11,176.7,0.01533,0.411
8.81,0.4932,1.83,200.4,0.03231,3.292
23.75,0.1808,3.85,163.9,0.00833,-0.359
25.28,0.2622,3.7,183.8,0.00808,-0.057
20.01,0.3113,3.5,192.2,0.01795,0.708
15.17,0.326,2.75,184.5,0.02516,1.664
18.17,0.3446,3.15,180.1,0.0225,1.157
16.53,0.2534,3.16,182.5,0.01891,0.972
30.38,0.1141,4.59,169.7,0.01422,-1.352
18.81,0.4446,3.01,200.5,0.02329,1.778
28.41,0.0742,4.29,178.5,0.01616,-1.144
20.67,0.2971,3.33,153.4,0.01252,0.773
29.68,0.2045,4.3,148.7,0.01622,-0.591
21.27,0.1809,3.83,154.5,0.01333,0.04
20.93,0.1947,3.21,183.6,0.00926,0.341
23.43,0.2642,3.02,145.2,0.01233,0.5
20.41,0.2403,3.28,176.0,0.01002,0.336
14.65,0.4561,3.17,189.8,0.0284,1.945
22.99,0.2667,3.69,187.9,0.01555,0.104
26.19,0.1635,3.4,167.7,0.00531,-0.473
19.23,0.2705,2.72,156.4,0.02084,1.054
16.78,0.3825,3.33,164.9,0.0199,1.339
31.49,0.0744,3.93,147.3,0.00755,-1.322
20.47,0.2815,3.42,164.1,0.02181,0.75
21.06,0.3283,3.03,170.7,0.01793,0.966
24.64,0.1709,4.25,147.5,0.01112,-0.645
16.07,0.3557,2.61,203.6,0.02181,1.667
22.85,0.2043,4.03,145.1,0.00746,-0.326
23.24,0.2599,3.59,186.7,0.00909,0.157
23.33,0.2263,3.77,182.8,0.01585,0.157
21.69,0.2128,3.0,178.7,0.0107,0.348
30.55,0.1129,3.54,154.6,0.01207,-0.697
32.35,0.0611,4.33,170.1,0.00587,-1.506
16.8,0.3203,2.8,165.0,0.0208,1.331
27.8,0.1456,3.73,178.7,0.01383,-0.674
30.27,0.1965,3.82,163.9,0.01313,-0.584
36.95,0.05,4.95,158.9,0.01726,-1.982
28.4,0.1252,4.12,146.6,0.01603,-0.894
29.63,0.0529,4.29,127.8,0.01131,-1.31
15.27,0.4132,2.93,169.1,0.02655,1.986
19.17,0.3389,2.69,193.8,0.01913,1.264
27.8,0.1448,3.87,159.0,0.01816,-0.643
7.44,0.4085,2.86,189.5,0.03347,2.563
18.92,0.3219,3.08,186.6,0.02036,1.125
30.21,0.1249,3.82,192.1,0.0126,-0.939
37.03,0.05,5.67,184.9,0.01633,-2.445
9.94,0.484,1.92,177.9,0.03207,3.062
32.39,0.05,4.6,135.9,0.01668,-1.759
33.67,0.05,5.0,200.4,0.00542,-2.005
20.76,0.3854,2.94,211.3,0.02156,1.306
8.07,0.4395,2.52,197.1,0.02997,2.476
17.85,0.4039,2.54,162.6,0.02834,1.887
22.08,0.2702,3.08,186.2,0.02115,0.646
20.44,0.273,3.39,170.5,0.01686,0.753
19.98,0.3229,3.37,173.5,0.02343,0.917
21.88,0.2605,3.52,187.5,0.02342,0.425
24.2,0.2534,3.92,173.4,0.01447,0.062
21.14,0.2152,3.52,148.5,0.02025,0.268
25.98,0.1609,3.99,160.1,0.01191,-0.617
28.02,0.1581,3.91,174.9,0.01136,-0.626
25.69,0.1814,4.02,172.7,0.0146,-0.507
33.46,0.05,4.59,168.9,0.01094,-1.9
24.24,0.1618,3.79,179.0,0.01226,-0.203
31.82,0.1848,4.27,159.6,0.01623,-0.841
29.9,0.1447,3.73,167.7,0.01206,-0.769
20.77,0.2766,3.16,116.5,0.00835,0.586
15.56,0.347,2.87,175.0,0.02424,1.629
19.31,0.2427,2.59,187.5,0.01726,1.01
35.1,0.1411,4.71,159.1,0.0146,-1.565
30.65,0.1186,4.41,158.0,0.01409,-1.155
17.12,0.2841,3.18,160.7,0.02394,1.036
34.37,0.1384,3.8,180.1,0.01472,-1.07
25.77,0.2442,4.14,173.2,0.01527,-0.193
23.53,0.2741,3.91,184.0,0.01439,0.152
29.02,0.1743,4.18,139.1,0.01441,-0.679
24.49,0.2739,3.7,163.9,0.01875,0.292
33.02,0.05,4.39,160.8,0.00993,-1.8
29.74,0.1329,4.09,160.8,0.0174,-0.982
24.36,0.2903,3.39,159.6,0.01291,0.353
34.51,0.05,4.47,159.8,0.00944,-1.668
20.95,0.2581,3.63,183.0,0.01641,0.339
22.96,0.1608,4.31,136.3,0.01415,-0.492
21.63,0.2562,2.88,198.3,0.01916,0.696
24.63,0.2304,3.45,174.9,0.01091,0.013
16.05,0.3421,2.5,180.7,0.02422,1.718
25.44,0.2104,4.01,180.1,0.01095,-0.221
29.27,0.1332,3.66,143.2,0.00753,-0.758
21.49,0.3239,3.1,156.5,0.01019,0.732
19.34,0.349,3.49,169.7,0.01409,1.139
23.45,0.1784,4.1,186.1,0.01396,-0.33
24.39,0.2873,3.78,164.8,0.01578,0.188
26.81,0.1338,4.05,171.8,0.00758,-0.698
30.35,0.1589,4.09,156.2,0.01306,-0.904
32.56,0.0772,4.8,172.3,0.00847,-1.608
14.46,0.3686,2.38,211.2,0.02788,1.957
27.97,0.135,4.25,179.9,0.01013,-0.819
25.18,0.1557,3.85,163.8,0.00885,-0.488
28.51,0.1291,3.64,175.1,0.0144,-0.55
14.81,0.2573,3.01,184.4,0.0174,1.243
27.65,0.1548,4.09,172.6,0.01105,-0.836
16.82,0.2791,3.08,196.7,0.01532,1.092
34.19,0.1531,4.16,181.6,0.01484,-1.256
27.08,0.2,3.49,166.4,0.01669,-0.244
28.23,0.1258,4.22,174.6,0.01202,-1.009
11.99,0.4893,2.18,185.0,0.02458,2.77
32.52,0.1492,4.16,151.2,0.01563,-1.037
25.7,0.2497,3.49,164.7,0.01248,0.061
17.24,0.2799,3.33,171.5,0.01571,0.87
18.15,0.3366,3.47,145.0,0.02225,1.123
23.78,0.2223,3.66,177.9,0.00989,0.018
25.88,0.1939,3.56,123.5,0.01423,-0.089
24.75,0.1673,4.52,206.2,0.01404,-0.513
26.95,0.2211,3.95,187.5,0.01317,-0.328
16.3,0.3496,3.19,172.7,0.02056,1.306
7.21,0.4158,2.31,191.7,0.03081,2.806
28.78,0.1759,3.77,169.5,0.01282,-0.647
29.88,0.0685,4.31,156.2,0.01184,-1.392
20.45,0.2038,3.74,167.9,0.01653,0.244
10.1,0.3785,1.62,193.8,0.0287,2.692
30.01,0.1308,3.57,163.6,0.01506,-0.795
14.74,0.4227,2.51,187.4,0.02758,2.052
13.86,0.3625,2.74,165.4,0.02752,1.872
26.73,0.1667,3.83,165.6,0.01535,-0.361
20.13,0.2467,3.73,174.3,0.01627,0.453
12.35,0.3973,2.26,186.5,0.01942,2.215
24.66,0.1734,3.58,161.8,0.01178,-0.072
26.16,0.1621,4.17,182.1,0.00903,-0.692
27.84,0.2151,3.96,159.7,0.0098,-0.472
29.92,0.1557,4.42,168.4,0.00827,-1.282
25.58,0.1309,4.57,184.5,0.01057,-0.974
30.37,0.1175,4.07,163.8,0.01021,-1.006
19.46,0.2449,3.55,168.6,0.00514,0.438
28.59,0.1687,3.94,163.6,0.0141,-0.698
25.57,0.1756,2.89,186.4,0.02053,0.203
29.61,0.1047,4.36,161.1,0.01382,-1.077
21.01,0.2303,3.68,188.2,0.01404,0.228
20.07,0.289,3.3,173.4,0.0185,0.589
37.47,0.1261,4.88,152.1,0.01074,-1.833
21.05,0.2695,3.28,179.7,0.01526,0.65
15.86,0.3273,2.73,175.2,0.02171,1.435
26.72,0.05,4.65,174.3,0.00948,-1.42
15.01,0.4428,2.53,144.1,0.03043,2.178
25.78,0.2081,3.46,170.1,0.01089,-0.321
28.43,0.1094,4.04,158.1,0.01415,-0.831
24.26,0.2012,4.07,149.1,0.0117,-0.314
21.57,0.3325,3.58,163.4,0.02217,0.914
23.56,0.2585,3.17,157.3,0.01363,0.479
19.41,0.2676,2.95,170.7,0.01523,0.809
30.71,0.1403,4.28,144.5,0.01126,-1.089
23.52,0.2129,3.49,171.8,0.01347,0.119
31.81,0.0842,4.24,185.5,0.00857,-1.333
22.66,0.2118,3.97,169.2,0.0097,-0.124
31.58,0.1684,4.15,177.1,0.00665,-0.943
29.37,0.1851,4.02,181.4,0.00923,-0.745
16.1,0.3634,3.15,198.4,0.02217,1.381
20.0,0.3146,2.89,206.1,0.02163,1.115
19.65,0.3106,3.74,164.8,0.01094,0.596
28.44,0.1071,3.96,154.2,0.01159,-1.025
24.22,0.1451,3.97,176.8,0.01369,-0.579
13.79,0.3252,3.36,190.2,0.02122,1.374
24.16,0.2376,3.11,178.3,0.01123,0.243
7.58,0.4883,2.22,221.2,0.02932,3.045
19.38,0.252,3.73,169.9,0.01352,0.365
18.79,0.1908,3.84,173.7,0.01163,0.215
25.53,0.1914,3.72,150.3,0.01252,-0.163
22.96,0.2379,3.31,198.6,0.01999,0.295
24.19,0.2122,3.97,160.0,0.00977,-0.289
18.02,0.3276,3.57,168.9,0.01671,0.987
16.39,0.3564,2.72,171.3,0.0195,1.616
29.25,0.1176,3.67,155.3,0.00994,-0.831
30.22,0.0622,4.4,154.1,0.01529,-1.464
34.73,0.05,4.8,157.1,0.00489,-2.103
19.44,0.2988,3.23,150.6,0.01447,0.785
30.43,0.1676,4.41,153.2,0.01445,-0.939
38.45,0.05,4.57,194.2,0.01112,-1.952
23.04,0.2492,2.75,180.7,0.01265,0.524
9.46,0.528,2.1,208.8,0.03327,3.136
24.55,0.2396,3.62,182.7,0.01472,0.069
18.91,0.3213,3.06,202.6,0.01934,1.189
23.57,0.1805,3.21,139.4,0.01025,-0.102
23.89,0.2373,3.11,146.6,0.01337,0.439
18.62,0.2747,2.94,164.0,0.01815,0.951
26.02,0.1456,4.03,158.0,0.01424,-0.661
20.54,0.2329,3.83,163.7,0.01859,0.14
20.2,0.2287,3.78,162.2,0.00676,0.175
24.9,0.1443,3.72,168.3,0.01233,-0.439
15.34,0.2616,2.71,177.4,0.01473,1.185
22.53,0.2409,3.85,154.2,0.01933,0.108
28.48,0.1895,4.21,132.4,0.0106,-0.735
19.26,0.1958,3.42,156.5,0.01853,0.338
29.97,0.1693,3.49,156.8,0.01189,-0.552
23.91,0.1904,3.32,161.6,0.00982,-0.08
20.11,0.2534,3.6,148.1,0.00923,0.225
19.34,0.3259,3.15,170.7,0.02544,1.366
23.01,0.2686,3.57,153.7,0.01867,0.272
22.15,0.2101,3.66,163.1,0.01783,0.152
20.34,0.3503,3.25,158.7,0.01871,0.898
14.64,0.3094,2.86,168.9,0.02399,1.327
21.13,0.3001,3.5,152.1,0.01566,0.628
21.41,0.2651,3.69,162.8,0.01122,0.316
27.63,0.1175,4.34,152.0,0.00887,-0.944
29.09,0.2065,4.11,178.6,0.01225,-0.575
25.43,0.1683,3.79,171.1,0.00963,-0.443
26.56,0.1973,4.08,164.0,0.01333,-0.532
22.66,0.1971,3.78,153.0,0.01251,0.033
22.89,0.275,3.68,171.4,0.01332,0.358
21.63,0.2727,3.71,181.7,0.02126,0.361
24.3,0.1974,3.72,167.1,0.01189,-0.166
21.69,0.3209,3.14,194.9,0.01816,0.885
22.31,0.2068,3.83,172.7,0.01867,0.02
37.21,0.05,4.28,178.7,0.01592,-1.742
26.81,0.1054,3.79,167.0,0.01546,-0.629
25.77,0.2304,3.78,175.1,0.01108,-0.18
33.02,0.1547,4.42,153.0,0.01269,-1.233
21.66,0.2844,2.9,165.3,0.01284,0.872
15.18,0.4258,2.64,188.6,0.02574,2.142
16.24,0.2875,2.75,184.8,0.02257,1.329
27.25,0.1809,3.57,172.6,0.01207,-0.487
12.96,0.3575,3.06,199.4,0.02701,1.777
21.24,0.2303,3.73,145.4,0.00957,0.179
25.06,0.1897,3.78,150.4,0.0169,-0.423
29.85,0.1863,3.77,168.4,0.01471,-0.532
26.42,0.172,3.36,154.1,0.01179,-0.284
24.2,0.1867,4.24,215.7,0.01155,-0.467
22.44,0.2352,3.68,174.8,0.01481,0.094
21.89,0.199,3.3,165.8,0.01785,0.259
22.56,0.2158,3.81,157.3,0.01233,0.093
23.55,0.2579,3.34,163.0,0.01593,0.33
14.71,0.3325,2.86,179.7,0.02158,1.621
22.0,0.3162,3.21,178.1,0.02494,0.839
33.82,0.0745,4.19,158.1,0.01089,-1.462
40.23,0.05,4.9,160.9,0.01191,-2.34
17.94,0.3643,3.12,196.4,0.02386,1.415
31.22,0.05,4.2,185.8,0.01244,-1.44
22.37,0.1687,3.92,168.8,0.01541,-0.157
29.39,0.2142,4.8,144.9,0.00927,-1.161
34.9,0.05,4.36,173.1,0.01138,-1.878
23.61,0.22,2.8,194.8,0.02079,0.552
17.61,0.3253,2.58,194.7,0.01604,1.209
26.44,0.0793,3.87,176.0,0.01155,-0.919
37.95,0.05,4.83,186.3,0.01277,-2.152
24.21,0.2512,3.96,165.8,0.00903,-0.158
23.03,0.1974,3.42,179.1,0.01389,0.02
30.69,0.05,3.93,154.8,0.01234,-1.264
22.6,0.1784,2.95,171.6,0.01361,0.312
23.18,0.2544,3.7,184.9,0.01584,0.133
19.24,0.3229,3.32,163.1,0.02126,0.955
23.33,0.2115,3.41,153.5,0.01039,0.012
28.92,0.15,3.64,166.5,0.01233,-0.813
16.68,0.3953,3.08,176.0,0.0236,1.622
23.41,0.2756,4.07,174.7,0.01655,0.201
24.79,0.2074,3.7,158.2,0.01416,-0.034
32.44,0.05,3.86,190.8,0.01287,-1.425
26.72,0.1428,3.86,145.7,0.014,-0.684
30.86,0.1144,3.68,183.8,0.01402,-0.883
22.17,0.1923,4.01,153.5,0.00922,-0.163
14.9,0.3837,2.68,158.6,0.02627,1.91
29.35,0.1276,3.82,168.6,0.01638,-0.742
29.92,0.1096,4.4,161.2,0.01138,-1.121
14.43,0.3603,2.93,166.0,0.02416,1.626
27.54,0.243,3.62,139.8,0.01127,-0.164
29.58,0.1674,3.89,164.9,0.00506,-0.679
18.77,0.3266,2.66,192.1,0.02038,1.318
24.27,0.1957,4.1,173.8,0.01291,-0.435
13.56,0.4055,2.4,187.8,0.02507,2.131
20.87,0.3701,2.58,180.3,0.01396,1.247
27.03,0.1137,3.76,164.6,0.00936,-0.722
8.45,0.4151,2.71,169.4,0.03155,2.436
25.55,0.1544,3.82,143.7,0.01792,-0.363
19.79,0.3118,3.71,170.9,0.02208,0.694
23.43,0.3006,3.56,166.2,0.01036,0.197
12.45,0.3492,2.99,193.4,0.02498,1.776
15.09,0.3193,2.7,195.1,0.0225,1.561
24.11,0.2569,3.56,174.5,0.01051,0.184
29.84,0.1749,3.94,160.8,0.01061,-0.788
22.86,0.1883,3.26,149.8,0.0178,0.121
28.89,0.1521,4.13,171.2,0.01488,-0.763
11.33,0.3577,2.21,197.0,0.02781,2.375
19.43,0.2071,3.2,130.8,0.01285,0.431
25.22,0.1474,3.46,152.5,0.01339,-0.266
24.99,0.2708,4.11,156.9,0.01518,-0.06
34.2,0.09,4.5,166.8,0.01553,-1.675
30.76,0.0714,4.23,152.9,0.00815,-1.319
18.26,0.3752,2.62,178.8,0.02166,1.679
28.37,0.097,4.15,161.8,0.0088,-1.035
28.65,0.1285,4.14,162.6,0.01185,-0.943
20.79,0.2411,3.37,160.7,0.01561,0.5
20.82,0.3239,2.65,169.6,0.02135,1.28
18.16,0.3121,3.25,157.4,0.01535,1.096
21.75,0.3405,2.93,182.7,0.01551,1.088
27.52,0.1978,3.79,173.6,0.00572,-0.491
34.47,0.0745,4.6,153.4,0.01161,-1.843
12.93,0.3824,2.31,205.8,0.02272,2.145
26.95,0.1702,3.95,160.3,0.00997,-0.564
23.91,0.2022,3.94,188.0,0.01597,-0.109
13.86,0.3704,2.61,171.3,0.02005,1.958
21.38,0.2717,3.05,141.3,0.0207,0.758
23.51,0.1934,3.28,176.5,0.02052,0.36
10.4,0.4498,2.49,194.7,0.02347,2.364
24.54,0.1702,3.91,165.5,0.01228,-0.346
18.71,0.2856,3.22,166.5,0.01822,0.814
23.51,0.1743,4.1,165.2,0.00372,-0.664
23.62,0.3059,3.3,160.6,0.00981,0.472
17.49,0.3925,2.24,178.8,0.02655,1.856
21.09,0.2616,3.57,183.7,0.02212,0.513
24.75,0.2283,3.81,174.2,0.01901,0.0
18.55,0.2944,3.13,187.0,0.02155,1.107
25.31,0.2356,3.47,161.5,0.01194,-0.083
25.39,0.1416,4.02,159.9,0.01705,-0.462
29.22,0.0935,3.84,147.7,0.01844,-0.868
34.14,0.05,4.87,159.4,0.01024,-1.883
14.61,0.393,2.06,139.9,0.02245,2.145
30.99,0.1697,4.12,156.1,0.00571,-1.092
22.86,0.252,3.42,163.8,0.01597,0.251
25.87,0.1737,3.79,173.5,0.01186,-0.505
23.65,0.2256,3.32,164.7,0.01501,0.256
22.57,0.1968,3.2,180.0,0.01315,0.309
21.04,0.2468,3.13,142.6,0.01662,0.537
28.73,0.1081,3.62,164.1,0.01111,-0.745
25.04,0.2087,3.88,139.8,0.01262,-0.353
23.22,0.2352,3.43,150.3,0.01306,0.221
27.87,0.1413,3.44,162.2,0.00889,-0.497
12.49,0.3695,3.39,203.4,0.02251,1.498
20.6,0.2893,3.47,176.5,0.01955,0.662
18.41,0.3146,3.15,174.1,0.01861,1.114
21.11,0.2103,3.66,172.7,0.01914,-0.012
20.01,0.3322,3.51,168.4,0.01869,0.975
21.81,0.1828,3.46,159.0,0.00459,-0.035
26.35,0.1264,4.42,171.4,0.01043,-0.881
20.98,0.2913,3.08,149.0,0.0126,0.703
29.41,0.1189,3.91,173.9,0.01305,-1.034
27.98,0.1365,3.83,159.2,0.02186,-0.519
21.63,0.2602,3.33,184.4,0.01878,0.536
16.63,0.2537,3.02,194.3,0.03011,1.149
21.32,0.2356,3.76,140.2,0.01388,0.28
23.33,0.24,3.5,160.0,0.01258,0.241
12.97,0.429,2.3,172.6,0.02666,2.544
27.04,0.2001,3.19,140.7,0.01927,0.032
10.83,0.4554,2.01,180.7,0.0383,2.891
19.73,0.2163,3.2,208.4,0.0148,0.463
32.46,0.05,4.88,174.1,0.01276,-1.791
19.67,0.2481,2.84,202.8,0.01374,0.848
21.42,0.298,3.28,182.0,0.01752,0.601
19.14,0.321,3.18,169.3,0.02698,1.151
20.67,0.2923,3.14,167.4,0.0175,0.936
23.3,0.1909,3.81,173.8,0.01,-0.224
34.51,0.05,4.23,171.6,0.01308,-1.579
25.25,0.1924,3.79,156.3,0.01325,-0.225
30.22,0.1589,4.0,142.4,0.01224,-0.753
25.98,0.1136,4.12,214.3,0.01254,-0.865
21.49,0.3112,2.81,169.9,0.01619,0.899
15.44,0.353,2.57,180.2,0.02835,1.817
18.05,0.2401,3.47,171.4,0.01737,0.479
34.61,0.1216,4.42,161.4,0.00905,-1.526
24.14,0.2379,3.8,172.2,0.01253,0.002
16.62,0.3412,2.82,198.7,0.02081,1.606
25.15,0.1464,4.38,163.1,0.01421,-0.671
25.43,0.2118,3.48,147.6,0.01244,-0.013
24.09,0.1262,3.99,162.8,0.01019,-0.511
29.03,0.0683,4.28,158.0,0.01278,-1.33
20.82,0.3095,2.97,194.1,0.01619,0.915
25.68,0.2494,3.76,182.6,0.01464,0.178
24.59,0.2255,3.35,171.6,0.01636,0.157
30.02,0.1215,4.28,145.8,0.01105,-1.029
24.31,0.188,3.77,146.6,0.01269,-0.145
22.75,0.32,3.11,173.9,0.02172,0.749
29.33,0.1016,4.22,170.0,0.01029,-1.117
20.81,0.3573,2.62,180.1,0.02702,1.462
23.95,0.1667,4.07,157.8,0.01179,-0.41
23.25,0.2706,3.41,158.8,0.01508,0.333
14.71,0.4132,3.59,175.8,0.0175,1.402
32.91,0.069,4.18,129.3,0.01233,-1.496
32.59,0.05,4.38,148.5,0.01532,-1.575
36.24,0.0835,4.9,155.6,0.00919,-1.889
15.51,0.3991,2.77,198.3,0.01811,1.906
23.66,0.1691,4.38,152.8,0.00813,-0.494
8.99,0.4396,2.46,198.4,0.02895,2.719
23.15,0.2019,3.86,168.4,0.01379,-0.196
24.49,0.265,2.95,186.7,0.00926,0.378
11.39,0.3332,2.75,202.4,0.02344,1.854
13.02,0.4359,2.53,188.2,0.0299,2.311
8.51,0.466,2.82,182.6,0.02974,2.688
16.71,0.3881,3.41,169.5,0.02051,1.441
21.65,0.3197,2.83,173.7,0.02077,1.092
21.46,0.2649,3.51,165.6,0.01706,0.547
17.99,0.3469,3.4,182.6,0.01755,1.017
26.97,0.1165,4.23,171.3,0.01137,-0.843
28.54,0.1557,4.2,173.9,0.01871,-0.786
24.96,0.1649,3.02,183.9,0.01443,-0.068
22.2,0.2456,3.65,192.9,0.01944,0.355
27.68,0.1644,3.5,166.9,0.01051,-0.349
14.76,0.3404,3.16,189.8,0.01732,1.414
17.49,0.3352,3.37,171.2,0.01565,1.06
22.54,0.1799,3.64,183.8,0.01028,-0.096
17.14,0.4247,3.13,198.7,0.02953,1.783
30.32,0.1679,4.33,180.1,0.01043,-1.067
22.25,0.2359,3.32,166.4,0.01776,0.294
25.97,0.1179,3.24,155.0,0.00827,-0.452
34.66,0.05,4.67,144.1,0.00884,-1.921
24.3,0.2175,3.58,164.4,0.01098,-0.035
23.51,0.1797,3.37,188.0,0.01181,0.016
14.71,0.439,2.26,178.5,0.02688,2.327
21.92,0.2889,3.03,184.3,0.0184,0.82
28.6,0.05,4.1,177.7,0.01075,-1.266
13.63,0.419,2.78,183.0,0.02643,2.231
21.62,0.3282,2.99,199.4,0.02081,1.024
17.95,0.2752,3.76,128.4,0.01391,0.759
21.54,0.1826,3.41,146.7,0.00934,0.072
30.84,0.1563,4.39,151.3,0.01508,-1.034
24.69,0.2276,3.82,152.7,0.00652,-0.266
17.38,0.3402,3.21,183.1,0.02556,1.192
12.07,0.3949,2.43,192.0,0.02605,2.156
14.99,0.3727,3.07,189.4,0.02203,1.534
29.89,0.1719,3.96,173.9,0.01422,-0.674
31.76,0.0759,4.01,150.7,0.01646,-1.262
24.95,0.2572,3.52,148.4,0.01648,0.215
30.89,0.0616,4.5,170.9,0.01351,-1.388
19.92,0.3139,3.57,159.4,0.01785,0.749
19.13,0.2555,3.33,141.4,0.00685,0.672
24.94,0.146,3.85,179.6,0.01043,-0.601
34.68,0.0933,4.6,185.9,0.00927,-1.718
22.21,0.2333,3.33,194.5,0.01978,0.367
26.49,0.1946,4.3,167.8,0.01085,-0.524
30.39,0.0823,4.48,174.4,0.01454,-1.524
38.42,0.05,5.18,185.5,0.01361,-2.44
24.56,0.2285,3.68,155.4,0.00941,-0.084
15.78,0.2902,2.71,202.9,0.02442,1.531
11.63,0.3161,2.81,189.1,0.02917,1.827
27.11,0.1672,3.3,178.7,0.00967,-0.428
29.18,0.1631,3.84,167.8,0.01237,-0.768
20.59,0.2521,2.9,190.1,0.0134,0.826
30.89,0.057,4.53,168.4,0.01106,-1.611
27.97,0.2175,3.42,146.4,0.01428,-0.221
19.58,0.3123,3.12,196.0,0.01578,1.062
18.04,0.366,3.19,165.5,0.01893,1.362
23.07,0.2093,3.78,183.8,0.01286,0.046
25.48,0.2459,3.37,163.6,0.00947,0.003
29.75,0.1481,4.06,182.6,0.00957,-1.036
28.94,0.1074,3.95,182.0,0.00918,-0.98
23.21,0.1861,3.2,171.5,0.01177,0.113
22.39,0.2006,3.19,177.0,0.01777,0.323
21.9,0.307,3.04,182.3,0.02383,1.048
29.31,0.1842,4.01,134.8,0.00982,-0.845
17.71,0.3967,2.33,184.7,0.03039,2.062
25.02,0.249,4.09,148.3,0.00899,-0.301
25.62,0.2057,3.58,167.6,0.01525,-0.037
28.67,0.1991,4.02,147.9,0.00983,-0.647
35.43,0.05,5.05,147.2,0.00939,-2.206
19.77,0.3673,2.88,199.7,0.01684,1.24
17.96,0.2928,3.33,189.9,0.01774,0.782
24.28,0.2202,3.64,164.9,0.01374,-0.008
24.01,0.2857,3.29,168.6,0.01455,0.391
21.76,0.2639,3.49,167.5,0.0133,0.46
30.22,0.0725,4.91,173.5,0.00903,-1.602
29.02,0.2186,4.11,154.9,0.00925,-0.462
20.78,0.2941,3.44,189.4,0.01802,0.709
29.49,0.05,4.13,161.2,0.01137,-1.274
19.31,0.3351,2.96,162.2,0.0115,1.177
31.17,0.0656,4.79,165.3,0.01281,-1.685
20.54,0.273,3.96,161.7,0.02252,0.318
24.42,0.2627,4.08,169.9,0.01049,-0.074
32.16,0.05,4.39,156.9,0.0107,-1.724
13.58,0.2962,2.61,186.0,0.023,1.793
27.26,0.1567,3.68,183.2,0.01032,-0.421
27.85,0.0673,3.54,154.2,0.01401,-0.656
24.16,0.2285,3.46,165.4,0.01145,0.087
16.29,0.3447,3.45,185.7,0.02669,1.347
32.94,0.1076,4.12,158.5,0.01303,-1.297
19.84,0.1644,3.66,172.7,0.01063,0.056
24.26,0.3266,3.78,178.5,0.01366,0.278
19.74,0.2935,3.1,189.6,0.016,0.665
24.75,0.2949,4.11,158.0,0.01753,0.053
26.18,0.1729,4.4,150.9,0.00819,-0.873
